Property Zip Code,Owner Type,Owner State,Homestead,Homestead Percent,HomeSEV,Land Value,Land Improvements Value,Residential Building Value,Residential Building Style,Commercial Building Value,Building Storeys,Parcel Acres,Rental,Use Type,Prop Class,Old Prop class,Year Built,USPS Vacancy,Zoning,Future Landuse,DRAFT Zone,Housing Condition 2012,Housing Condition 2014,Commercial Condition 2013,Latitude,Longitude,Hydrant Type,Ward,PRECINCT,CENTRACT,CENBLOCK,SL_Type,SL_Type2,Ed_July,Ed_March,Last_Test,Max_Lead,Med_Lead,Num_Tests,Res_Test,Sen_Test,SL_private_inspection,B_median_age_all_women,B_median_age_all_men,B_median_age_all,B_median_age_all_women_white,B_median_age_all_men_white,B_median_age_all_white,B_median_age_all_women_black,B_median_age_all_men_black,B_median_age_all_black,B_total_black_pop,B_total_white_pop,B_married_couples,B_single_women,B_married_couples_white,B_single_women_white,B_married_couples_black,B_single_women_black,B_married_couples_w_children,B_single_mothers_w_children,B_households_w_elderly,B_househod_no_elderly,B_aggregate_income,B_speak_spanish,B_speak_only_english,B_no_english,B_hispanic_household,B_imputed_rent,B_imputed_value,sl_private_type,sl_public_type
48503.0,Private,MI,Yes,100.0,11700,13708,768,8973,ONE STORY,0.0,0,0.168,No,Residential,RI,RI,1955,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.005221,-83.64667999999998,T.C.,7,47,3100,2,1,0,0.0,0.0,MAR2016,2.0,0.0,2.0,1.0,0.0,None,53.2,46.2,49.4,47.5,46.6,47.2,55.5,47.7,51.4,770,160,120,191,29,17,82,145,36,107,194,275,1063400.0,6,639,0,15.0,167.0,138.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,29800,33096,0,136912,ONE STORY,0.0,0,0.207,No,Residential,RI,RI,1940,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.021402,-83.666164,A.D.,7,43,3000,1,1,0,0.0,0.0,FEB2016,0.0,0.0,1.0,1.0,0.0,None,50.4,48.7,50.0,50.4,51.1,50.6,55.4,47.5,55.0,141,556,171,31,138,19,33,12,34,18,119,284,21489300.0,2,647,2,21.0,21.0,354.0,COPPER,COPPER
48505.0,Private,MI,Yes,100.0,0,700,0,26318,ONE STORY,0.0,0,0.09699999999999999,No,Residential,RI,RI,1948,N,A2,Green Neighborhood,GN-1,Fair,Structurally Deficient, ,43.057159999999996,-83.70281399999998,A.D.,1,5,600,3,5,0,0.0,0.0,JAN2016,2.0,0.0,1.0,1.0,0.0,None,34.3,46.5,35.8,-1.0,-1.0,-1.0,35.0,46.9,46.1,698,11,36,75,0,0,36,63,25,48,91,131,,0,280,0,11.0,157.0,202.0,COPPER,LEAD
48504.0,Private,TX,Yes,100.0,12100,2562,0,21700,ONE STORY,0.0,0,0.121,No,Residential,RI,RI,1961,Y,A2,Traditional Neighborhood,TN-2,Fair,Good, ,43.068609,-83.72706,T.C.,1,1,100,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,33.5,30.8,33.0,-1.0,-1.0,-1.0,34.1,30.8,32.8,1210,6,30,191,0,0,30,191,13,174,233,254,,0,459,0,10.0,338.0,262.0,COPPER,COPPER
48504.0,Land Bank,MI,No,0.0,0,2250,0,33869,ONE STORY,0.0,0,0.115,Yes,Residential,RI,RI,1927,Y,A2,Traditional Neighborhood,TN-2,Good,Poor, ,43.021118,-83.71528599999998,Dar,6,36,1300,4,5,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,22.5,25.6,25.0,36.1,42.2,36.4,16.8,20.4,17.3,562,260,36,141,27,22,9,89,0,48,43,181,2268200.0,5,243,0,13.0,144.0,200.0,COPPER,LEAD
48506.0,Private,MI,Yes,100.0,7600,940,0,64990,ONE STORY,0.0,0,0.111,No,Residential,RI,RI,1951,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.030485,-83.66092990000001,Other,4,44,2600,5,1,0,0.0,0.0,MAR2016,0.0,0.0,1.0,1.0,0.0,None,41.7,43.6,43.3,43.7,48.0,47.6,20.5,11.9,15.3,103,427,54,25,54,15,0,10,25,37,89,232,7730600.0,74,539,0,26.0,97.0,282.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,28200,24648,354,116898,ONE STORY,0.0,0,0.138,No,Residential,RI,RI,1926,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,43.017097,-83.66713299999998,T.C.,7,43,3000,3,11,0,0.0,0.0,OCT2015,4.0,0.0,3.0,1.0,0.0,None,44.8,36.4,37.9,50.7,48.1,48.5,11.0,33.5,21.4,372,1101,233,129,196,71,24,58,102,99,283,493,33941100.0,9,972,0,24.0,85.0,195.0,GALVANIZED,LEAD
48504.0,Private,MI,Yes,100.0,11100,750,0,17907,CAPECOD,0.0,0,0.115,No,Residential,RI,RI,1950,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,43.043968,-83.72412,A.D.,2,10,900,2,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,36.5,24.7,31.5,-1.0,50.4,51.4,33.7,24.1,29.8,993,45,64,177,17,0,47,177,30,88,102,179,,19,561,0,13.0,81.0,305.0,COPPER,COPPER
48505.0,Private,MI,Yes,100.0,5800,626,0,27830,CAPECOD,0.0,0,0.1,No,Residential,RI,RI,1955,N,A2,Green Neighborhood,GN-1,Fair,Fair, ,43.06959129999999,-83.7080679,Dar,1,2,200,3,1,0,0.0,0.0,FEB2016,1.0,0.0,1.0,1.0,0.0,None,46.7,40.0,41.3,-1.0,-1.0,-1.0,44.2,40.0,41.0,392,0,21,59,0,0,21,59,0,51,94,65,-1.0,0,169,0,3.0,85.0,137.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,13500,9085,342,87711,ONE STORY,0.0,0,0.18100000000000002,No,Residential,RI,RI,1926,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.000276,-83.730532,Other,8,48,3600,4,0,0,0.0,0.0,FEB2016,5.0,0.0,1.0,1.0,0.0,None,28.1,33.6,31.6,34.7,35.1,34.8,25.4,-1.0,25.9,318,873,126,167,126,84,0,73,33,146,100,492,27821300.0,0,1038,0,16.0,99.0,435.0,GALVANIZED,LEAD
48504.0,Private,MI,Yes,100.0,14500,2920,465,25681,TRI-LEVEL,0.0,0,0.13699999999999998,No,Residential,RI,RI,1962,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.06877799999999,-83.731174,T.C.,1,1,100,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,33.5,30.8,33.0,-1.0,-1.0,-1.0,34.1,30.8,32.8,1210,6,30,191,0,0,30,191,13,174,233,254,,0,459,0,10.0,338.0,262.0,COPPER,COPPER
48505.0,Private,MI,No,0.0,0,626,0,21794,ONE STORY,0.0,0,0.1,No,Residential,RI,RI,1955,Y,A2,Green Neighborhood,GN-1,Good,Good, ,43.06941550000001,-83.70960179999999,Dar,1,2,200,3,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,46.7,40.0,41.3,-1.0,-1.0,-1.0,44.2,40.0,41.0,392,0,21,59,0,0,21,59,0,51,94,65,-1.0,0,169,0,3.0,85.0,137.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,0,2149,0,77777,CAPECOD,0.0,0,0.147,No,Residential,RI,RI,1944,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.0376059,-83.732114,T.C.,2,12,1200,2,4,0,0.0,0.0,SEP2016,22.0,0.0,8.0,1.0,1.0,Lead,48.4,25.7,43.7,52.9,60.8,60.8,45.4,22.6,38.2,1199,144,172,183,24,13,148,161,41,89,208,294,712800.0,0,740,0,10.0,22.0,280.0,LEAD,LEAD
48507.0,Private,MI,Yes,100.0,10400,2100,0,91221,ONE STORY,0.0,0,0.09,No,Residential,RI,RI,1939,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,42.994487899999996,-83.689842,Mueller,9,55,4000,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,36.4,30.0,36.1,39.3,30.0,36.7,15.2,46.7,27.5,124,743,96,77,86,49,10,28,45,66,70,237,8713300.0,0,537,0,41.0,185.0,263.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,7600,2966,0,51572,CAPECOD,0.0,0,0.151,No,Residential,RI,RI,1929,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.027235,-83.71982299999998,A.D.,6,35,1200,4,0,0,0.0,0.0,FEB2016,0.0,0.0,1.0,1.0,0.0,Galvanized,24.8,31.8,31.3,-1.0,-1.0,68.3,24.6,31.9,31.2,661,40,50,89,0,0,50,89,0,38,77,160,1534200.0,0,301,0,14.0,114.0,207.0,GALVANIZED,LEAD
48503.0,Private,MI,Yes,100.0,6700,400,0,33657,TWO STORY,0.0,0,0.092,No,Residential,RI,RI,0,N,B,Mixed Residential,MR-1,Good,Fair, ,42.993593,-83.67566699999998,Dar,9,60,3800,2,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,29.8,28.9,29.5,30.6,33.8,31.0,22.4,1.8,22.1,291,827,61,210,51,116,10,70,20,158,125,334,6230100.0,34,622,0,33.0,185.0,105.0,GALVANIZED,LEAD
48532.0,Private,MI,Yes,100.0,9200,7000,0,11351,CAPECOD,0.0,0,0.11,No,Residential,RI,RI,1953,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,42.998442,-83.736407,Other,8,48,3600,3,1,0,0.0,0.0,OCT2015,48.0,0.0,2.0,1.0,0.0,None,46.3,54.9,54.1,46.2,54.9,54.0,-1.0,-1.0,-1.0,36,810,204,40,204,24,0,16,49,11,187,179,15375000.0,0,314,0,15.0,76.0,326.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,0,1182,0,121360,ONE STORY,0.0,0,0.18600000000000005,No,Residential,RI,RI,1948,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,43.0287268,-83.72317220000002,A.D.,6,35,1200,3,5,0,0.0,0.0,FEB2016,3.0,0.0,1.0,1.0,0.0,Copper,43.4,54.9,45.2,-1.0,76.5,73.5,43.6,54.3,43.8,510,26,45,60,12,0,33,60,7,19,75,189,,0,649,0,9.0,74.0,244.0,COPPER,LEAD
48503.0,Private,CA,Yes,100.0,0,984,0,13306,TWO STORY,0.0,0,0.133,Yes,Residential,RI,RI,0,Y,B,Traditional Neighborhood,TN-2,Good,Good, ,43.026145,-83.70758199999999,A.D.,5,28,1400,1,11,0,0.0,0.0,SEP2016,9.0,0.0,1.0,1.0,0.0,None,14.6,45.1,14.6,-1.0,-1.0,-1.0,14.6,45.1,14.6,403,6,33,72,0,0,33,72,0,84,52,120,,0,82,0,8.0,84.0,96.0,GALVANIZED,LEAD
48532.0,Private,MI,Yes,100.0,11700,9400,0,14083,ONE STORY,0.0,0,0.331,No,Residential,RI,RI,1923,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,42.997625899999996,-83.735765,A.D.,8,48,3600,3,1,0,0.0,0.0,JAN2016,0.0,0.0,1.0,1.0,0.0,None,46.3,54.9,54.1,46.2,54.9,54.0,-1.0,-1.0,-1.0,36,810,204,40,204,24,0,16,49,11,187,179,15375000.0,0,314,0,15.0,76.0,326.0,LEAD,LEAD
48504.0,Private,MI,Yes,100.0,0,10000,416,96121,ONE STORY,0.0,0,0.115,No,Residential,RI,RI,1927,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.019262,-83.726055,A.D.,6,37,1600,1,1,0,1.0,1.0,MAR2016,10.0,2.25,3.0,1.0,0.0,None,37.5,22.2,24.9,39.0,33.1,37.4,24.9,21.9,23.3,884,525,104,184,66,57,38,127,34,233,141,446,13587900.0,0,937,0,40.0,94.0,410.0,COPPER,LEAD
48504.0,Private,MI,Yes,100.0,13100,972,0,94484,ONE STORY,0.0,0,0.124,No,Residential,RI,RI,1957,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.054433,-83.727963,Dar,2,8,500,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,37.2,34.9,35.0,-1.0,-1.0,-1.0,37.2,34.8,34.9,763,13,94,35,7,0,87,35,57,30,115,138,,0,439,0,7.0,65.0,221.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,12300,1250,0,92403,ONE STORY,0.0,0,0.159,No,Residential,RI,RI,1957,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.055656,-83.72704399999998,T.C.,2,8,500,1,1,0,0.0,0.0,JAN2016,1.0,0.0,1.0,1.0,0.0,None,37.2,34.9,35.0,-1.0,-1.0,-1.0,37.2,34.8,34.9,763,13,94,35,7,0,87,35,57,30,115,138,,0,439,0,7.0,65.0,221.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,6600,1425,0,32616,TWO STORY,0.0,0,0.149,No,Residential,RI,RI,1924,N,B,Traditional Neighborhood,TN-2,Good,Good, ,43.00832399999999,-83.67307090000001,Dar,7,46,3200,1,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,Galvanized,20.1,33.5,20.7,-1.0,-1.0,-1.0,20.1,33.5,20.7,478,0,33,80,0,0,33,80,0,45,63,75,-1.0,0,215,0,2.0,150.0,111.0,GALVANIZED,LEAD
48503.0,Private,MI,Yes,100.0,0,682,0,20750,TWO STORY,0.0,0,0.11800000000000001,Yes,Residential,RI,RI,1938,Y,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.02923300000001,-83.71131199999998,Dar,5,28,1400,1,5,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,14.6,45.1,14.6,-1.0,-1.0,-1.0,14.6,45.1,14.6,403,6,33,72,0,0,33,72,0,84,52,120,,0,82,0,8.0,84.0,96.0,COPPER,LEAD
48503.0,Private,MI,Yes,100.0,0,845,0,29007,TWO STORY,0.0,0,0.133,No,Residential,RI,RI,1925,N,A2,Green Neighborhood,GN-1,Fair,Poor, ,43.034774,-83.710978,A.D.,5,28,1000,4,5,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,51.2,33.6,36.5,-1.0,-1.0,-1.0,51.3,36.8,37.9,820,8,123,82,0,0,123,76,0,34,176,145,-1.0,23,342,0,16.0,249.0,232.0,COPPER,LEAD
48504.0,Private,MI,Yes,100.0,8500,1016,0,58029,ONE STORY,0.0,0,0.163,No,Residential,RI,RI,1926,N,A2,Green Neighborhood,GN-2,Good,Good, ,43.03903200000001,-83.723283,Other,2,11,900,4,11,0,0.0,0.0,OCT2015,7.0,0.0,2.0,1.0,0.0,None,34.4,40.6,36.7,-1.0,58.8,69.8,31.6,35.2,31.8,478,77,25,56,16,0,9,56,0,54,84,143,1187600.0,0,272,0,12.0,60.0,152.0,GALVANIZED,LEAD
48504.0,Private,MI,Yes,100.0,15800,16966,0,108554,TWO STORY,0.0,0,0.21100000000000002,No,Residential,RI,RI,1928,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.01837800000001,-83.72227699999998,A.D.,6,37,1600,2,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,29.6,10.5,23.2,27.8,11.0,27.8,29.5,5.8,8.5,319,259,63,77,10,9,0,68,40,71,8,224,1495500.0,25,226,0,21.0,82.0,186.0,COPPER,LEAD
48503.0,Private,MI,Yes,100.0,4000,1114,0,21916,ONE STORY,0.0,0,0.10800000000000001,No,Residential,RI,RI,0,N,A2,Traditional Neighborhood,TN-2,Fair,Fair, ,43.006363,-83.66327199999998,T.C.,7,46,3200,2,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,16.7,18.4,18.1,10.8,-1.0,18.8,16.5,27.3,25.1,616,218,74,107,22,30,52,69,53,94,91,156,1146400.0,5,348,0,17.0,230.0,154.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,12000,3082,0,21009,ONE STORY,0.0,0,0.16399999999999998,No,Residential,RI,RI,1967,Y,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.0722093,-83.7254803,T.C.,1,1,100,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,33.5,30.8,33.0,-1.0,-1.0,-1.0,34.1,30.8,32.8,1210,6,30,191,0,0,30,191,13,174,233,254,,0,459,0,10.0,338.0,262.0,COPPER,COPPER
48504.0,Private,TN,Yes,100.0,0,1478,0,106249,TWO STORY,0.0,0,0.11900000000000001,Yes,Residential,RI,RI,1929,Y,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.034259999999996,-83.72801,T.C.,2,12,1200,2,0,0,0.0,0.0,MAY2016,40.0,0.0,2.0,1.0,0.0,Unknown,48.4,25.7,43.7,52.9,60.8,60.8,45.4,22.6,38.2,1199,144,172,183,24,13,148,161,41,89,208,294,712800.0,0,740,0,10.0,22.0,280.0,GALVANIZED,LEAD
48507.0,Private,MI,Yes,100.0,11600,5400,0,82464,ONE STORY,0.0,0,0.10300000000000001,No,Residential,RI,RI,1971,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,42.982946999999996,-83.66762,T.C.,9,60,3500,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,36.7,36.2,36.5,40.8,40.6,40.7,16.0,26.4,26.2,230,944,128,72,128,37,0,35,27,64,100,393,21564600.0,26,867,0,27.0,112.0,274.0,COPPER,COPPER
48507.0,Private,MI,Yes,100.0,8700,2846,0,45135,ONE STORY,0.0,0,0.083,No,Residential,RI,RI,1926,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,42.994423,-83.694632,Other,8,54,13500,2,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,32.5,31.0,31.6,38.1,31.8,34.6,17.0,9.8,16.9,718,1477,170,322,170,151,0,171,53,221,252,506,14373600.0,0,1091,0,,,,COPPER,LEAD
48507.0,Private,MI,Yes,100.0,10200,6000,0,70191,ONE STORY,0.0,0,0.184,No,Residential,RI,RI,1924,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,42.995106,-83.69577699999998,Other,8,54,13500,2,11,0,0.0,0.0,FEB2016,61.0,0.0,1.0,1.0,0.0,None,32.5,31.0,31.6,38.1,31.8,34.6,17.0,9.8,16.9,718,1477,170,322,170,151,0,171,53,221,252,506,14373600.0,0,1091,0,,,,GALVANIZED,LEAD
48505.0,Private,MI,No,0.0,0,661,0,20774,ONE STORY,0.0,0,0.124,Yes,Residential,RI,RI,0,Y,B,Green Neighborhood,GN-1,Fair,Good, ,43.05365,-83.69646,Other,3,15,800,2,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,39.4,26.7,33.0,52.3,15.3,39.8,37.7,29.5,33.3,562,63,7,134,0,35,7,99,0,47,77,148,381200.0,0,343,0,10.0,178.0,168.0,GALVANIZED,LEAD
48532.0,Private,MI,Yes,100.0,12700,7000,0,18384,CAPECOD,0.0,0,0.11,No,Residential,RI,RI,1953,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,42.997601,-83.736665,A.D.,8,48,3600,3,1,0,0.0,0.0,JAN2016,0.0,0.0,1.0,1.0,0.0,None,46.3,54.9,54.1,46.2,54.9,54.0,-1.0,-1.0,-1.0,36,810,204,40,204,24,0,16,49,11,187,179,15375000.0,0,314,0,15.0,76.0,326.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,0,4600,0,50824,ONE STORY,0.0,0,0.092,No,Residential,RI,RI,1928,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.001028999999996,-83.73092799999998,A.D.,8,48,3600,4,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,28.1,33.6,31.6,34.7,35.1,34.8,25.4,-1.0,25.9,318,873,126,167,126,84,0,73,33,146,100,492,27821300.0,0,1038,0,16.0,99.0,435.0,GALVANIZED,LEAD
48505.0,Land Bank,MI,No,0.0,0,630,0,19093,ONE STORY,0.0,0,0.10099999999999999,No,Residential,RI,RI,1929,Y,A2,Green Neighborhood,GN-1,Fair,Poor, ,43.0680099,-83.70755799999998,Other,1,2,400,1,5,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,34.6,33.6,33.6,-1.0,-1.0,-1.0,34.6,33.5,33.6,508,4,114,13,0,0,114,13,22,25,41,150,,4,261,0,11.0,110.0,203.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,20300,18000,200,16639,ONE STORY,0.0,0,0.23,No,Residential,RI,RI,1948,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,42.997978,-83.7252479,Other,8,49,3600,5,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,33.7,27.9,29.9,31.7,29.6,30.0,34.2,13.8,34.0,225,562,121,50,73,32,48,18,45,13,120,142,8611000.0,0,414,0,36.0,69.0,269.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,0,308,0,5723,TWO STORY,0.0,0,0.147,No,Residential,RI,RI,1910,N,B,Traditional Neighborhood,TN-2,Good,Good, ,43.026019,-83.70450600000002,T.C.,5,28,1400,2,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,38.5,25.3,32.6,32.1,50.3,41.1,50.8,21.4,40.3,289,101,47,53,24,4,23,40,22,41,50,92,1225600.0,0,189,0,12.0,72.0,93.0,GALVANIZED,LEAD
48532.0,Private,MI,Yes,100.0,11000,4720,812,85235,ONE STORY,0.0,0,0.114,No,Residential,RI,RI,1965,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.00631,-83.73577999999998,Dar,8,48,3600,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,25.3,28.3,28.1,42.1,28.6,28.9,4.4,-1.0,7.4,169,308,37,28,37,28,0,0,0,41,18,232,3854200.0,33,416,0,25.0,59.0,214.0,COPPER,COPPER
48532.0,Private,MI,Yes,100.0,0,8200,0,13336,ONE STORY,0.0,0,0.22,No,Residential,RI,RI,1948,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,42.996333,-83.734814,A.D.,8,50,3600,3,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,46.3,54.9,54.1,46.2,54.9,54.0,-1.0,-1.0,-1.0,36,810,204,40,204,24,0,16,49,11,187,179,15375000.0,0,314,0,15.0,76.0,326.0,COPPER,COPPER
48504.0,Private,KS,No,0.0,0,2000,0,56263,ONE STORY,0.0,0,0.115,Yes,Residential,RI,RI,1956,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,43.05283499999999,-83.730058,T.C.,2,8,700,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,54.3,28.4,36.3,-1.0,-1.0,-1.0,53.3,28.4,32.8,420,16,42,52,0,9,42,43,4,6,83,64,-1.0,0,217,0,8.0,145.0,162.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,0,1286,0,52718,ONE STORY,0.0,0,0.166,Yes,Residential,RI,RI,1955,N,A2,Traditional Neighborhood,TN-2,Fair,Fair, ,43.0625799,-83.724429,T.C.,1,7,300,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,34.5,39.7,36.8,-1.0,-1.0,40.6,34.1,39.6,34.8,1166,15,60,169,0,0,60,169,11,95,116,501,,0,913,0,10.0,423.0,289.0,COPPER,COPPER
48504.0,Private,FL,Yes,100.0,0,1479,0,74721,CAPECOD,0.0,0,0.11900000000000001,No,Residential,RI,RI,1929,Y,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.034341999999995,-83.72813599999998,T.C.,2,12,1200,2,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,Unknown,48.4,25.7,43.7,52.9,60.8,60.8,45.4,22.6,38.2,1199,144,172,183,24,13,148,161,41,89,208,294,712800.0,0,740,0,10.0,22.0,280.0,GALVANIZED,LEAD
48503.0,Private,MI,Yes,100.0,0,33096,0,166146,TWO STORY,0.0,0,0.207,No,Residential,RI,RI,1927,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,43.020748,-83.666134,Other,7,43,3000,1,0,0,0.0,0.0,MAR2016,79.0,0.0,1.0,1.0,0.0,None,50.4,48.7,50.0,50.4,51.1,50.6,55.4,47.5,55.0,141,556,171,31,138,19,33,12,34,18,119,284,21489300.0,2,647,2,21.0,21.0,354.0,GALVANIZED,LEAD
48503.0,Private,MI,No,0.0,0,392,0,32385,TWO STORY,0.0,0,0.08800000000000001,No,Residential,RI,RI,1923,N,C1,Green Neighborhood,GN-1,Fair,Good, ,42.998157899999995,-83.68045699999998,Dar,9,55,3800,2,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,29.8,28.9,29.5,30.6,33.8,31.0,22.4,1.8,22.1,291,827,61,210,51,116,10,70,20,158,125,334,6230100.0,34,622,0,33.0,185.0,105.0,GALVANIZED,LEAD
48503.0,Private,MI,Yes,100.0,0,226,0,3130,TWO STORY,0.0,0,0.095,No,Residential,RI,RI,1911,N,B,Traditional Neighborhood,TN-2,Good,Good, ,43.02823799999999,-83.70308899999998,Dar,5,28,1400,2,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,38.5,25.3,32.6,32.1,50.3,41.1,50.8,21.4,40.3,289,101,47,53,24,4,23,40,22,41,50,92,1225600.0,0,189,0,12.0,72.0,93.0,GALVANIZED,LEAD
48506.0,Private,MI,Yes,100.0,3700,1435,0,25514,ONE STORY,0.0,0,0.096,No,Residential,RI,RI,0,N,B,Green Neighborhood,GN-1,Good,Fair, ,43.040309,-83.66213599999998,Dar,4,21,2300,2,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,36.4,30.9,35.1,41.8,33.7,41.6,25.9,30.6,30.6,259,592,105,53,63,28,35,25,36,44,98,217,5921400.0,0,472,0,52.0,109.0,150.0,GALVANIZED,LEAD
48503.0,Private,MI,Yes,100.0,6200,1298,0,47766,ONE STORY,0.0,0,0.096,No,Residential,RI,RI,1923,N,B,Traditional Neighborhood,TN-2,Good,Fair, ,43.004571999999996,-83.71271399999998,Other,8,51,3700,1,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,52.6,47.2,47.9,55.7,48.1,49.0,-1.0,31.7,31.6,86,380,62,41,55,29,0,12,18,38,105,191,7529500.0,11,324,0,28.0,76.0,154.0,GALVANIZED,LEAD
48503.0,Private,MI,Yes,100.0,0,5750,0,71276,ONE STORY,0.0,0,0.115,No,Residential,RI,RI,1929,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,42.99998,-83.73088790000001,A.D.,8,48,3600,4,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,28.1,33.6,31.6,34.7,35.1,34.8,25.4,-1.0,25.9,318,873,126,167,126,84,0,73,33,146,100,492,27821300.0,0,1038,0,16.0,99.0,435.0,GALVANIZED,LEAD
48503.0,Private,MI,Yes,100.0,0,11000,0,15015,ONE STORY,0.0,0,0.126,Yes,Residential,RI,RI,1958,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.004979999999996,-83.63985199999998,T.C.,7,47,3100,1,1,0,0.0,0.0,MAY2016,12.0,0.0,1.0,1.0,0.0,None,43.6,53.5,48.0,-1.0,-1.0,-1.0,43.6,53.3,47.9,1135,9,126,138,0,0,126,138,11,74,221,258,-1.0,0,510,0,9.0,132.0,157.0,COPPER,COPPER
48505.0,Private,MI,Yes,100.0,5300,420,0,20300,CAPECOD,0.0,0,0.10099999999999999,No,Residential,RI,RI,0,N,B,Green Neighborhood,GN-1,Good,Good, ,43.03713,-83.702625,Dar,5,27,1100,3,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,36.3,30.2,34.6,-1.0,-1.0,-1.0,36.4,30.2,34.8,428,0,22,23,0,0,22,23,0,10,117,54,-1.0,0,143,0,12.0,121.0,150.0,GALVANIZED,LEAD
